index,zone,geoid
1613,3,28113
1614,2,47031
1615,1,16059
1616,2,21183
1617,1,31153
1618,3,13071
1619,1,27167
1620,2,17157
1621,1,23011
1622,1,51173
1623,2,35041
1624,2,42111
1625,1,51191
1626,3,37081
1627,2,16001
1628,3,40039
1629,1,39101
1630,1,17149
1631,1,17203
1632,2,13245
1633,2,01107
1634,2,40045
1635,2,17145
1636,1,19075
1637,2,08107
1638,1,34035
1639,3,06011
1640,2,17087
1641,2,08053
1642,2,16031
1643,2,27059
1644,2,42049
1645,3,28029
1646,3,48467
1647,1,51161
1648,1,51015
1649,3,02060
1650,1,49031
1651,2,21161
1652,2,27009
1653,2,48129
1654,3,12005
1655,1,01077
1656,1,18045
1657,2,17173
1658,2,17051
1659,1,39127
1660,1,51590
1661,2,13011
1662,3,13305
1663,3,40109
1664,3,40069
1665,2,37099
1666,2,49043
1667,2,29167
1668,1,32015
1669,1,19191
1670,2,21023
1671,2,55037
1672,2,54087
1673,1,27159
1674,3,51670
1675,1,17201
1676,2,04007
1677,3,24045
1678,2,21043
1679,2,37097
1680,2,51083
1681,3,37091
1682,2,36057
1683,1,27113
1684,3,53073
1685,2,41021
1686,3,34029
1687,2,05009
1688,3,40031
1689,3,48253
1690,3,48185
1691,2,26049
1692,3,22007
1693,3,28013
1694,3,28041
1695,1,30017
1696,1,46109
1697,1,17141
1698,1,38077
1699,2,55005
1700,2,55051
1701,1,27157
1702,3,06015
1703,3,40127
1704,3,53007
1705,2,26141
1706,3,40027
1707,1,36105
1708,2,37149
1709,3,37165
1710,3,37085
1711,3,37105
1712,1,18159
1713,1,20027
1714,3,40145
1715,1,30083
1716,3,05003
1717,3,05041
1718,1,47135
1719,1,27163
1720,3,51740
1721,2,42051
1722,1,54023
1723,1,51171
1724,3,48235
1725,2,29025
1726,3,12107
1727,2,18025
1728,2,29111
1729,3,31075
1730,2,16071
1731,1,17139
1732,2,21107
1733,1,16035
1734,2,21013
1735,2,27035
1736,2,04009
1737,3,05123
1738,3,13101
1739,3,02070
1740,1,20105
1741,1,20183
1742,3,12065
1743,3,28005
1744,2,05097
1745,1,26025
1746,1,01029
1747,1,08123
1748,3,40009
1749,3,06049
1750,1,19153
1751,3,13179
1752,3,48349
1753,3,48047
1754,1,47187
1755,1,56021
1756,2,53003
1757,1,27155
1758,1,17017
1759,2,13247
1760,1,42067
1761,2,42083
1762,3,40049
1763,1,31021
1764,2,35045
1765,2,36073
1766,3,22031
1767,2,06019
1768,2,13105
1769,2,01005
1770,3,37017
1771,2,48111
1772,1,17167
1773,3,40035
1774,3,47035
1775,2,26137
1776,1,19161
1777,2,49015
1778,1,53019
1779,1,30109
1780,2,35027
1781,2,40021
1782,1,27173
1783,3,48231
1784,3,48335
1785,3,48499
1786,3,40113
1787,1,37039
1788,3,26107
1789,2,21195
1790,3,12067
1791,2,37035
1792,2,21025
1793,3,48075
1794,2,29181
1795,1,17179
1796,2,48243
1797,1,51678
1798,2,05135
1799,1,08069
1800,3,37177
1801,1,27131
1802,2,29219
1803,1,21227
1804,3,22017
1805,2,46121
1806,1,19127
1807,3,40141
1808,2,37113
1809,1,54063
1810,2,18155
1811,3,21105
1812,3,01061
1813,1,17099
1814,1,19055
1815,2,20127
1816,1,19051
1817,1,16015
1818,2,55081
1819,3,37143
1820,3,12047
1821,2,02170
1822,1,18035
1823,3,12075
1824,3,28045
1825,3,13315
1826,3,22081
1827,1,47093
1828,1,23017
1829,1,29095
1830,2,13281
1831,3,28129
1832,2,16075
1833,1,16079
1834,3,37095
1835,1,19067
1836,3,21145
1837,2,21225
1838,1,46125
1839,2,47029
1840,1,47067
1841,2,47071
1842,3,45067
1843,3,22117
1844,3,29207
1845,3,13093
1846,1,27145
1847,1,31155
1848,1,27141
1849,1,46035
1850,1,47025
1851,3,48337
1852,3,48049
1853,2,55101
1854,1,55115
1855,1,19009
1856,3,48207
1857,3,40083
1858,2,36065
1859,1,08065
1860,3,40121
1861,2,54017
1862,2,54105
1863,1,33003
1864,2,54095
1865,1,27079
1866,2,53017
1867,1,36009
1868,1,55027
1869,1,19105
1870,2,20007
1871,2,29169
1872,3,01045
1873,1,20109
1874,2,06039
1875,2,29075
1876,3,31009
1877,2,49009
1878,2,56031
1879,2,37071
1880,2,35019
1881,2,30037
1882,3,37101
1883,2,06085
1884,3,45019
1885,2,53005
1886,2,29001
1887,2,39043
1888,1,17183
1889,2,29189
1890,1,17007
1891,3,06103
1892,1,55025
1893,3,48151
1894,3,22085
1895,1,17137
1896,3,13235
1897,3,37015
1898,3,37167
1899,3,47143
1900,3,37079
1901,2,21131
1902,2,24039
1903,1,17123
1904,2,21143
1905,3,48095
1906,3,48081
1907,2,47133
1908,3,26063
1909,3,26069
1910,3,13069
1911,3,13299
1912,1,38037
1913,3,22051
1914,3,22103
1915,1,19083
1916,3,22023
1917,1,39027
1918,2,27137
1919,2,39093
1920,1,19015
1921,3,48373
1922,1,31051
1923,1,24025
1924,3,45037
1925,3,51001
1926,2,55015
1927,2,21121
1928,2,26067
1929,3,37129
1930,3,47131
1931,3,21035
1932,2,51003
1933,2,47147
1934,1,51043
1935,2,53023
1936,2,21109
1937,2,27031
1938,2,45073
1939,3,22033
1940,3,28021
1941,2,24037
1942,2,26081
1943,3,37147
1944,1,30009
1945,1,31167
1946,3,13001
1947,1,19099
1948,3,28153
1949,3,48101
1950,3,51081
1951,2,12105
1952,3,48503
1953,3,01123
1954,2,33015
1955,2,08105
1956,1,19149
1957,1,36123
1958,3,53033
1959,3,41017
1960,1,19155
1961,2,29229
1962,1,30101
1963,1,36107
1964,3,48287
1965,1,13121
1966,3,48073
1967,2,29007
1968,3,45029
1969,1,55055
1970,3,05055
1971,3,48191
1972,2,55013
1973,2,35057
1974,3,53049
1975,3,37141
1976,3,48221
1977,1,46117
1978,2,32031
1979,3,21007
1980,3,48009
1981,3,48023
1982,3,48405
1983,2,32029
1984,3,13249
1985,1,09001
1986,3,48313
1987,3,06077
1988,3,28159
1989,2,21103
1990,1,21167
1991,3,31183
1992,2,21135
1993,1,27051
1994,3,28053
1995,3,01025
1996,2,20017
1997,2,21221
1998,3,01069
1999,1,46003
2000,3,02013
2001,1,31061
2002,3,24029
2003,2,20037
2004,1,27023
2005,2,46103
2006,3,45049
2007,1,16043
2008,3,13029
2009,1,51053
2010,3,12111
2011,2,36055
2012,1,46083
2013,2,55017
2014,2,20207
2015,3,21157
2016,3,13065
2017,3,13185
2018,3,15005
2019,3,15007
2020,3,26099
2021,3,13287
2022,2,17079
2023,3,48331
2024,2,18147
2025,1,21099
2026,1,21137
2027,1,30005
2028,3,51710
2029,2,48389
2030,1,51155
2031,3,37179
2032,1,38053
2033,3,12091
2034,2,06001
2035,1,17013
2036,1,18085
2037,2,28103
2038,3,05147
2039,2,34015
2040,2,33011
2041,1,30045
2042,1,37121
2043,1,30077
2044,3,41053
2045,2,41065
2046,1,46105
2047,1,19173
2048,3,01129
2049,2,39039
2050,1,54025
2051,2,17121
2052,2,51051
2053,1,51007
2054,3,13243
2055,2,35029
2056,3,48355
2057,2,56045
2058,1,17187
2059,1,01089
2060,1,47189
2061,3,48063
2062,3,40067
2063,2,54085
2064,1,19145
2065,2,20087
2066,3,22045
2067,3,02158
2068,3,37133
2069,1,27043
2070,1,47057
2071,3,48161
2072,1,42087
2073,3,01041
2074,1,51520
2075,3,48399
2076,2,48443
2077,1,20153
2078,1,20193
2079,3,13161
2080,1,19035
2081,3,05145
2082,3,28083
2083,2,29053
2084,2,26043
2085,2,17197
2086,2,48117
2087,1,46011
2088,1,29047
2089,3,28027
2090,1,18011
2091,1,19057
2092,1,19163
2093,1,20143
2094,2,12023
2095,3,12059
2096,3,28047
2097,1,47011
2098,2,27017
2099,3,48315
2100,1,36095
2101,3,40117
2102,1,36007
2103,3,48291
2104,2,39009
2105,1,39081
2106,2,54083
2107,2,54049
2108,2,34011
2109,2,06057
2110,2,55031
2111,1,21199
2112,3,37065
2113,3,48241
2114,2,49001
2115,3,13213
2116,1,18075
2117,2,26117
2118,1,36083
2119,3,12021
2120,2,35031
2121,3,13017
2122,3,05077
2123,3,12003
2124,3,13173
2125,1,20159
2126,1,01015
2127,3,28059
2128,2,21037
2129,1,21057
2130,3,28107
2131,2,48195
2132,3,48071
2133,3,13239
2134,3,48199
2135,2,09005
2136,2,39143
2137,1,23021
2138,3,17153
2139,3,40107
2140,3,26145
2141,1,35039
2142,2,50005
2143,1,51023
2144,2,17119
2145,3,48085
2146,2,45001
2147,1,31053
2148,3,12115
2149,2,55077
2150,2,04015
2151,2,04025
2152,3,45051
2153,1,42091
2154,3,16061
2155,2,51720
2156,1,34027
2157,2,29211
2158,1,20135
2159,3,48039
2160,1,51790
2161,2,31029
2162,1,39113
2163,3,48447
2164,2,13221
2165,3,05029
2166,1,29147
2167,1,38073
2168,3,26017
2169,3,47157
2170,3,06007
2171,2,27115
2172,3,48021
2173,2,53039
2174,3,53055
2175,2,55009
2176,2,20205
2177,3,22069
2178,3,22109
2179,3,13155
2180,3,02185
2181,3,26011
2182,1,19111
2183,1,20141
2184,2,26047
2185,1,19071
2186,1,23015
2187,1,36099
2188,2,21125
2189,1,47121
2190,2,29213
2191,3,13269
2192,3,51830
2193,3,48415
2194,1,08047
2195,3,40087
2196,1,54071
2197,1,51139
2198,3,40079
2199,1,54089
2200,3,37119
2201,2,34013
2202,2,29115
2203,3,13209
2204,2,41055
2205,2,13133
2206,1,46017
2207,2,46095
2208,3,48135
2209,3,48293
2210,3,53027
2211,1,54003
2212,1,30067
2213,3,48121
2214,2,45021
2215,2,37199
2216,3,48387
2217,3,48321
2218,1,27149
2219,3,13301
2220,3,48197
2221,2,17133
2222,3,13165
2223,2,21085
2224,3,48363
2225,2,13149
2226,1,01079
2227,3,28093
2228,2,20025
2229,1,20081
2230,3,22013
2231,2,13295
2232,1,19095
2233,2,31019
2234,2,40007
2235,1,19023
2236,1,30085
2237,3,53015
2238,3,48297
2239,2,29135
2240,3,51193
2241,2,37197
2242,3,06047
2243,3,40043
2244,2,37023
2245,3,37191
2246,2,42123
2247,3,05061
2248,3,37059
2249,2,37111
2250,3,05099
2251,1,08125
2252,2,48421
2253,3,48463
2254,1,39011
2255,3,22015
2256,1,19063
2257,1,20169
2258,2,21153
2259,2,48017
2260,2,29027
2261,1,56001
2262,1,56029
2263,1,42093
2264,3,36081
2265,3,12121
2266,3,26031
2267,3,26051
2268,2,21173
2269,3,45057
2270,2,21123
2271,1,19193
2272,3,12123
2273,3,17003
2274,2,29099
2275,2,29113
2276,3,13051
2277,2,12125
2278,1,36037
2279,1,19041
2280,1,30025
2281,1,46107
2282,2,48109
2283,1,23005
2284,3,48013
2285,1,20095
2286,2,13241
2287,2,54097
2288,2,29215
2289,3,05119
2290,1,19047
2291,2,16005
2292,2,39055
2293,2,06107
2294,2,36117
2295,1,51163
2296,1,38095
2297,1,42045
2298,2,36063
2299,2,50003
2300,3,12019
2301,2,37183
2302,1,39061
2303,2,34003
2304,1,32017
2305,3,02180
2306,1,30055
2307,1,19019
2308,2,17043
2309,2,46047
2310,1,27069
2311,2,13219
2312,3,48493
2313,1,31059
2314,3,12079
2315,2,18153
2316,2,04012
2317,3,13027
2318,3,02016
2319,3,02150
2320,2,20185
2321,3,13271
2322,2,26115
2323,1,18181
2324,1,18113
2325,2,21139
2326,3,13201
2327,1,47103
2328,2,21211
2329,1,31185
2330,1,42001
2331,3,45005
2332,1,47037
2333,1,49047
2334,2,49049
2335,2,18021
2336,3,36047
2337,2,29141
2338,1,39075
2339,1,19143
2340,1,18079
2341,2,16083
2342,2,17165
2343,1,26077
2344,3,45061
2345,1,56019
2346,2,18027
2347,3,26055
2348,3,22003
2349,1,46065
2350,1,46069
2351,3,45027
2352,1,30095
2353,3,47007
2354,2,21219
2355,3,47183
2356,2,29077
2357,1,42077
2358,1,31159
2359,1,36015
2360,1,36121
2361,3,06099
2362,1,42095
2363,1,01103
2364,2,21027
2365,3,28043
2366,2,21213
2367,3,50013
2368,1,39029
2369,2,51125
2370,3,12097
2371,3,05053
2372,3,13175
2373,3,36061
2374,2,05007
2375,2,12083
2376,1,51135
2377,1,34041
2378,1,36021
2379,3,51690
2380,3,40023
2381,1,20041
2382,3,48427
2383,3,13103
2384,3,40129
2385,1,55103
2386,2,35025
2387,2,01075
2388,1,47117
2389,1,51011
2390,3,05087
2391,1,56033
2392,1,42041
2393,1,42055
2394,1,42079
2395,3,26039
2396,2,01113
2397,1,39019
2398,1,51065
2399,2,17097
2400,2,13195
2401,3,05039
2402,1,08057
2403,1,08063
2404,2,16073
2405,1,55141
2406,1,36013
2407,1,13067
2408,2,47091
2409,1,39013
2410,2,51195
2411,2,29035
2412,3,40013
2413,1,31035
2414,2,24017
2415,1,19033
2416,1,19073
2417,2,21205
2418,2,49055
2419,2,29031
2420,2,53071
2421,3,29133
2422,3,05025
2423,3,48113
2424,1,18033
2425,3,22073
2426,3,22095
2427,3,22091
2428,2,29197
2429,1,01059
2430,2,21041
2431,1,08019
2432,3,48267
2433,3,26097
2434,3,48307
2435,3,28141
2436,3,48105
2437,3,48217
2438,1,08075
2439,1,20055
2440,2,20125
2441,3,45039
2442,2,31033
2443,1,27091
2444,2,47155
2445,2,47139
2446,3,48263
2447,1,30099
2448,3,31069
2449,2,17117
2450,1,39141
2451,1,17195
2452,3,48141
2453,3,48301
2454,3,40077
2455,2,39167
2456,2,29091
2457,2,20047
2458,1,21111
2459,1,17107
2460,2,55139
2461,3,21075
2462,2,20079
2463,1,30021
2464,2,54091
2465,3,26111
2466,3,28119
2467,2,21093
2468,2,17081
2469,1,46057
2470,2,55069
2471,3,36033
2472,3,51630
2473,2,54081
2474,2,35005
2475,1,35049
2476,3,06059
2477,2,04023
2478,3,37053
2479,2,17101
2480,1,18067
2481,2,18125
2482,2,21047
2483,2,26045
2484,1,19179
2485,3,06025
2486,1,26027
2487,3,28157
2488,3,02282
2489,1,20179
2490,3,28079
2491,2,28025
2492,3,28037
2493,3,28099
2494,1,46045
2495,3,01035
2496,2,18029
2497,2,18071
2498,2,28081
2499,3,22125
2500,3,05035
2501,3,12063
2502,3,48125
2503,3,51115
2504,1,38075
2505,3,48283
2506,1,36067
2507,1,19087
2508,1,31083
2509,1,30075
2510,1,55091
2511,2,04001
2512,2,29121
2513,2,48279
2514,1,20097
2515,3,48015
2516,2,29061
2517,3,13253
2518,3,26101
2519,1,19119
2520,2,48233
2521,2,40139
2522,3,40153
2523,1,19003
2524,3,06101
2525,2,42105
2526,3,48465
2527,2,20077
2528,1,19133
2529,2,49023
2530,3,40137
2531,1,36017
2532,1,17143
2533,1,19091
2534,1,31177
2535,1,55049
2536,2,27097
2537,1,42003
2538,2,29205
2539,1,39097
2540,1,20201
2541,1,17019
2542,3,16087
2543,1,17045
2544,1,08121
2545,1,39065
2546,3,26113
2547,1,38093
2548,2,29203
2549,3,48423
2550,3,40143
2551,3,40091
2552,3,48395
2553,3,48171
2554,2,26125
2555,1,38033
2556,1,56027
2557,1,27117
2558,3,51099
2559,2,53025
2560,1,27129
2561,2,12001
2562,3,31091
2563,2,51147
2564,1,49007
2565,1,42017
2566,1,46059
2567,1,42081
2568,1,16057
2569,3,13237
2570,2,51640
2571,2,35037
2572,3,48269
2573,3,05073
2574,3,48451
2575,3,12049
2576,2,39025
2577,3,48501
2578,2,41071
2579,1,19115
2580,2,20049
2581,2,39121
2582,2,39137
2583,3,48425
2584,1,42075
2585,1,30035
2586,1,32027
2587,1,27087
2588,2,34031
2589,1,30047
2590,3,48261
2591,3,48033
2592,2,29157
2593,3,48411
2594,3,40073
2595,3,48051
2596,3,36035
2597,3,28133
2598,1,27053
2599,1,42027
2600,3,48025
2601,2,47077
2602,1,19171
2603,2,20175
2604,1,19135
2605,1,31147
2606,2,17021
2607,3,12089
2608,3,12133
2609,3,13007
2610,3,13275
2611,2,21005
2612,2,21185
2613,2,13057
2614,1,38065
2615,3,26133
2616,2,47109
2617,2,53001
2618,2,29057
2619,3,22101
2620,3,50007
2621,3,15009
2622,3,22057
2623,1,19139
2624,3,12113
2625,2,18101
2626,2,21203
2627,2,21223
2628,3,13055
2629,3,45033
2630,3,37103
2631,2,29199
2632,1,20131
2633,1,20137
2634,1,31065
2635,3,13087
2636,1,18177
2637,1,21009
2638,2,31093
2639,1,38025
2640,2,06005
2641,2,47049
2642,2,20031
2643,1,26023
2644,1,51031
2645,2,39105
2646,2,54067
2647,3,40053
2648,1,46115
2649,2,50027
2650,3,48455
2651,1,35001
2652,3,13205
2653,3,15001
2654,2,21147
2655,1,21191
2656,2,21215
2657,1,30041
2658,2,31175
2659,2,48069
2660,1,24043
2661,2,21133
2662,2,34033
2663,2,51680
2664,3,05125
2665,2,54053
2666,2,54021
2667,3,28063
2668,1,38079
2669,2,30103
2670,1,21049
2671,3,26005
2672,2,47005
2673,1,27015
2674,2,47137
2675,1,51109
2676,1,18145
2677,1,39049
2678,2,49021
2679,2,32009
2680,2,26083
2681,1,49039
2682,1,20093
2683,3,12009
2684,1,18105
2685,1,19117
2686,1,21239
2687,3,45053
2688,2,48043
2689,3,45065
2690,3,45087
2691,1,27103
2692,2,55075
2693,1,53011
2694,2,55099
2695,1,18103
2696,1,20053
2697,3,22123
2698,3,12077
2699,1,20083
2700,1,20119
2701,2,21149
2702,3,28001
2703,3,28057
2704,1,21073
2705,1,23009
2706,2,23013
2707,2,13217
2708,1,46049
2709,2,26061
2710,1,30061
2711,3,47051
2712,3,22029
2713,3,22063
2714,1,25009
2715,2,46019
2716,1,08035
2717,3,45079
2718,1,18095
2719,3,40099
2720,1,54009
2721,2,54013
2722,1,51021
2723,2,30111
2724,2,54043
2725,3,06033
2726,3,13131
2727,2,08021
2728,2,49037
2729,1,18133
2730,1,16047
2731,3,47167
2732,3,22121
2733,2,29171
2734,1,56039
2735,1,55043
2736,1,38059
2737,3,37041
2738,1,37021
2739,2,06063
2740,1,51730
2741,2,50023
2742,2,46093
2743,1,18097
2744,3,05017
2745,3,13021
2746,3,05115
2747,3,51175
2748,3,48183
2749,3,36087
2750,2,05089
2751,3,51800
2752,1,08041
2753,2,29187
2754,3,48475
2755,1,08061
2756,3,48487
2757,3,41015
2758,1,08119
2759,1,29049
2760,2,49051
2761,2,16029
2762,1,37157
2763,3,05117
2764,3,05011
2765,3,48193
2766,3,24011
2767,1,27041
2768,1,30043
2769,1,51059
2770,1,30023
2771,1,47001
2772,1,39077
2773,3,13005
2774,3,10001
2775,2,39173
2776,2,13157
2777,2,20003
2778,1,17095
2779,2,30107
2780,2,47015
2781,1,23007
2782,2,21165
2783,1,46089
2784,1,08051
2785,2,26029
2786,1,27151
2787,1,39147
2788,3,13267
2789,3,48429
2790,3,37117
2791,1,30081
2792,3,13317
2793,2,53043
2794,2,06081
2795,2,39171
2796,1,08009
2797,1,16021
2798,2,16007
2799,1,39159
2800,2,39035
2801,3,48285
2802,3,40105
2803,3,13125
2804,2,41059
2805,2,46102
2806,1,20117
2807,3,22065
2808,1,30105
2809,2,13313
2810,1,20203
2811,1,46023
2812,1,31027
2813,3,53035
2814,2,17111
2815,2,30069
2816,2,29033
2817,2,53075
2818,1,27147
2819,1,31169
2820,3,47033
2821,1,19079
2822,1,39165
2823,2,13255
2824,1,34019
2825,2,29217
2826,2,18121
2827,1,19069
2828,2,13035
2829,1,08039
2830,3,44001
2831,3,48035
2832,2,44005
2833,1,39045
2834,1,38069
2835,1,17015
2836,1,27125
2837,2,41031
2838,2,47021
2839,1,46127
2840,2,01051
2841,2,13187
2842,1,39083
2843,1,19017
2844,3,48175
2845,1,37089
2846,3,12061
2847,2,48393
2848,2,31049
2849,1,36051
2850,1,19141
2851,3,48059
2852,3,48379
2853,1,20067
2854,1,51105
2855,2,35051
2856,3,05043
2857,2,31123
2858,2,29015
2859,3,05109
2860,1,08077
2861,2,29065
2862,1,51185
2863,2,42103
2864,1,42115
2865,3,48343
2866,2,42125
2867,2,50001
2868,1,20103
2869,3,26121
2870,3,28049
2871,3,48281
2872,2,51107
2873,2,29185
2874,1,36025
2875,1,30071
2876,2,29129
2877,3,53045
2878,3,37127
2879,3,51199
2880,2,29159
2881,1,30063
2882,2,20019
2883,3,48459
2884,2,51047
2885,3,40061
2886,1,54069
2887,1,54065
2888,1,51165
2889,1,18183
2890,3,06093
2891,1,46037
2892,3,22071
2893,2,01073
2894,2,01127
2895,2,29063
2896,3,12039
2897,3,13083
2898,3,28033
2899,1,51187
2900,2,17047
2901,1,47113
2902,2,01111
2903,2,37009
2904,1,08033
2905,1,39089
2906,1,51683
2907,3,05139
2908,1,17071
2909,2,01101
2910,1,08005
2911,1,21155
2912,3,53057
2913,3,28067
2914,2,55021
2915,3,37019
2916,2,27029
2917,3,51131
2918,1,20163
2919,1,18041
2920,2,31079
2921,1,31081
2922,3,31115
2923,1,30091
2924,1,31063
2925,2,01007
2926,3,28075
2927,1,27011
2928,1,27013
2929,1,51091
2930,1,51177
2931,2,33017
2932,3,13153
2933,3,26041
2934,3,05131
2935,2,06087
2936,3,13191
2937,2,13207
2938,3,29069
2939,3,48483
2940,2,13117
2941,3,48409
2942,3,28147
2943,2,29137
2944,3,26073
2945,2,48341
2946,3,45017
2947,1,56035
2948,2,21069
2949,2,55019
2950,2,45091
2951,1,18001
2952,3,22005
2953,1,42119
2954,1,51041
2955,3,22001
2956,2,42039
2957,2,46123
2958,1,19077
2959,1,19183
2960,1,46111
2961,3,40051
2962,3,54039
2963,1,55109
2964,1,42121
2965,1,39153
2966,3,13127
2967,3,48479
2968,3,37123
2969,1,23003
2970,3,28065
2971,1,18175
2972,3,48031
2973,1,51025
2974,3,47045
2975,3,47053
2976,3,51149
2977,3,05075
2978,1,38027
2979,3,53053
2980,2,16063
2981,1,42071
2982,2,55057
2983,3,47151
2984,1,46031
2985,2,46053
2986,2,37181
2987,2,21033
2988,3,45011
2989,2,47039
2990,1,18009
2991,2,01055
2992,1,16025
2993,2,20155
2994,3,47119
2995,1,56015
2996,2,55107
2997,1,55133
2998,2,21079
2999,2,25021
3000,1,18063
3001,2,17077
3002,3,45043
3003,1,38041
3004,1,49019
3005,2,49045
3006,3,51650
3007,1,55011
3008,1,51069
3009,2,54041
3010,1,27119
3011,1,27127
3012,3,47047
3013,3,22089
3014,3,05111
3015,3,12045
3016,1,47063
3017,2,01021
3018,3,48351
3019,2,48219
3020,3,13009
3021,1,37175
3022,2,37171
3023,3,01031
3024,1,39149
3025,2,16027
3026,1,30019
3027,2,12073
3028,3,40119
3029,3,01039
3030,1,18093
3031,1,20069
3032,1,21045
3033,1,21169
3034,1,21207
3035,3,22011
3036,1,23025
3037,2,40025
3038,2,21163
3039,1,21179
3040,2,21187
3041,3,29155
3042,1,31125
3043,1,55078
3044,3,48365
3045,2,21011
3046,3,48001
3047,3,51033
3048,1,19167
3049,3,06021
3050,2,29510
3051,2,13111
3052,1,46051
3053,1,46091
3054,3,53067
3055,1,31107
3056,2,35061
3057,1,30079
3058,1,19005
3059,3,48061
3060,3,48339
3061,1,08071
3062,2,48299
3063,2,48319
3064,2,37043
3065,1,36071
3066,2,36093
3067,3,54059
3068,2,20197
3069,1,27055
3070,2,21181
3071,2,25023
3072,3,36005
3073,3,37055
3074,2,39103
3075,1,42005
3076,3,34001
3077,2,55071
3078,1,55029
3079,3,37047
3080,2,39053
3081,3,48441
3082,3,51570
3083,1,39031
3084,2,31135
3085,2,48205
3086,1,08049
3087,3,48249
3088,1,19189
3089,2,06079
3090,3,01067
3091,1,39175
3092,3,48505
3093,3,13177
3094,2,21019
3095,1,27019
3096,1,31037
3097,3,45025
3098,1,47101
3099,2,41067
3100,3,51810
3101,1,30057
3102,3,51103
3103,2,29013
3104,2,33001
3105,3,51159
3106,3,02230
3107,3,02105
3108,2,53021
3109,1,19093
3110,2,20173
3111,3,48453
3112,2,12057
3113,1,34021
3114,1,31023
3115,1,42129
3116,3,12015
3117,1,19029
3118,1,39107
3119,2,21115
3120,1,44003
3121,2,50025
3122,2,50019
3123,1,20085
3124,3,22041
3125,3,28155
3126,2,25011
3127,3,31031
3128,1,30001
3129,3,29143
3130,3,05057
3131,2,29029
3132,2,51117
3133,2,21233
3134,3,40047
3135,1,53059
3136,1,26091
3137,2,13123
3138,1,27135
3139,3,28089
3140,3,48227
3141,2,54099
